,filename,contents,target
*  Stimulates the body's natural metabolism.
*  Controls appetite naturally and makes it easier to
   eat the right foods consistently.
*  Reduces craving for sweets.
*  Aids in the absorption of fat and in overall digestion.
*  Inhibits bad cholesterol and boosts good cholesterol.
*  Aids in the process of weight loss and long-term weight management.
*  Completely safe, UltraTrim New Century contains no banned
   substances and has no known side effects.
What Makes UltraTrim New Century Unique?
A scientifically designed combination of natural ingredients that
provide long-term weight management in a safe and effective manner.
*****
Receive A Bonus Supply Of Ultra Trim New Century & A Bottle Of Fat Absorbers Listed Above, 
With Every Order Of 2 Or More Bottles. Offer Good Until May. 27, 2002!
*****
WE GLADLY SHIP TO ALL FOREIGN COUNTRIES!
You will be losing by tomorrow!  Don't Wait, visit our web
page below, and order now!
Email Address:
ultratrimnow2001@aol.com
Order by 24 Hour Fax!!!  775-257-6657.
*****************
http://www.geocities.com/ultra_weightloss_2002/
*****************
This is the easiest, fastest, and most effective way to lose both
pounds and inches permanently!!!  This weight loss program is
designed specifically to ""boost"" weight-loss efforts by assisting
body metabolism, and helping the body's ability to manage weight.
A powerful, safe, 30 Day Program.  This is one program you won't
feel starved on.  Complete program for one amazing low price!
Program includes:
BONUS AMAZING FAT ABSORBER CAPSULES, 30 DAY -
WEIGHT
REDUCTION PLAN, PROGRESS REPORT!
SPECIAL BONUS...""FAT ABSORBERS"", AS SEEN ON TV
With every order...AMAZING MELT AWAY FAT ABSORBER CAPSULES with
directions ( Absolutely Free ) ...With these capsules
you can eat what you enjoy, without the worry of fat in your diet.
2 to 3 capsules 15 minutes before eating or snack, and the fat will be
absorbed and passed through the body without the digestion of fat into
the body.
You will be losing by tomorrow!  Don't Wait, visit our web
page below, and order now!
Email Address:
ultratrimnow2001@aol.com
Order by 24 Hour Fax!!!  775-257-6657.
*****************
http://www.geocities.com/ultra_weightloss_2002/
*****************
___1 Month Supply $32.95 plus $4.75 S & H, 100 Amazing MegaTrim
     Capsules.
___2 Month Supply $54.95 plus $4.75 S & H, 200 Amazing MegaTrim
     Capsules.  (A $10.95 Savings, Free Bottle)!
___3 Month Supply $69.95,  Plus $4.75 S & H, 300 Amazing MegaTrim
     Capsules.  (A $28.90 Savings, Free Bottle)!
To Order by postal mail, please send to the below address.
Make payable to UltraTrim 2002.
Ultra Trim 2002
4132 Pompton Ct.
Dayton, Ohio  45405
(937) 567-9807
Order by 24 Hour Voice/Fax!!!  775-257-6657.
*****
Important Credit Card Information! Please Read Below!
*     Credit Card Address, City, State and Zip Code, must match
      billing address to be processed.
___Check
___MoneyOrder
___Visa
___MasterCard
___AmericanExpress
___Debt Card
Name_______________________________________________________
(As it appears on Check or Credit Card)
Address____________________________________________________
(As it appears on Check or Credit Card)
___________________________________________________
City,State,Zip(As it appears on Check or Credit Card)
___________________________________________________
Country
___________________________________________________
(Credit Card Number)
Expiration Month_____  Year_____
___________________________________________________
Authorized Signature
*****IMPORTANT NOTE*****
If Shipping Address Is Different From The Billing Address Above,
Please Fill Out Information Below.
Shipping Name______________________________________________
Shipping Address___________________________________________
___________________________________________________________
Shipping City,State,Zip
___________________________________________________________
Country
___________________________________________________________
Email Address & Phone Number(Please Write Neat)
To Be Removed From Our Mail List, Click Here And Put The Word Remove In The Subject Line.",1
2689,00724.edc5a3ce2ea91fedbf00aa0c30459a87,"SUBJECT: 
                   Urgent Concern Pls.

I am a serious officer with one of our main branches of CITI BANK,
consumer Banking Department. Although we didn't have previous correspondence till date.
However, based on the standard value place on everything about you,  I believed we could discuss, analyze and execute this transaction.The transaction is thus:
I've a wealthy client, an American Citizen who had been residing in West Africa for decades now, he operates a fix deposit account with us which I am his account officer, and also 
receives standing orders  for his chains of dividends share.
However, this client Mr. David Brown died as an  out come of Heart attack,and the funds in his current account has  been claimed by his family, who had gone back finally to USA.
At the end of Fiscal year, March 2001, an  accumulated share of US$12.360M was transferred into his account from the Stock Exchange.
This was alone the instructions we issued to the Stock House to dispose all his stocks.

Now the funds has arrived, I needed an associate whom I would present as the inheritor of this fund i.e. Associate partner of Mr. David Brown so as to receive this fund.
Please note, his family has left since,and never  know about this stocks in the exchange and the funds has subsequently matured in his Fix Deposit Account, so I as the account officer 
has prepared all documents for easy claims of this fund.
Immediately, you reach me, I will furnish you  with further details and then negotiate on the sharing ratio once you show your sincere involvement to go along with me. It will be of 
need for you to furnish me also your personal phone and fax  numbers for urgent
messages. 
I am anxiously waiting to hear your consent. 

Be guided.

Thanking you .Yours sincerely,

Dave Framo.




-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie


",1
2690,00556.098b57f5108ba34d21825f176e492786,"Copy any DVD now!
Copy Any DVD Movie Using Your CD 
Burner Now!
Copy DVD Now
makes it 
possible to
copy
DVD on CD-R
using your Computer's 
CD Burner.
You may now copy DVD movie with just
one click.
We provide latest and easiest Method that
eliminates the 
use 
of conventional DVD copying equipments
in DVD burning 
process.
This method uses advanced DVD rippers.
Copy DVD movies to CD-R, 
encode DVD
to VCD, SVCD, XVCD or XSVCD and even create your own 
chapters.
All you need is
DVD 
ROM, CD Burner
and
Blank 
CD's
.
Why spend thousands of 
dollars
on conventional 
DVD copying equipment when you may burn and copy DVD's right from 
your Computer's 
CD Burner.
You 
Can Copy Any DVD To CD - You Get Manual And Software 
Both
Copy your DVD(PAL or NTSC) to CD using your CD burner
Make backup copy of DVD to CD-R or CD-RW
Play movie from computer, computer to TV or on
any standard DVD Player
Make backup of your entire DVD collection
Make VCD, SVCD, XVCD or XSVCD in
ONE CLICK
only.
You may even fit entire DVD on one CD!
Create Chapters or time intervals on VCD or SVCD
No need of having 6-8 GB Free hard disk space!
What You Get In The 
Package
Our interactive Manual will walk you through the entire 
process of 
copying DVD as VCD, SVCD, XVCD or XSVCD.
You will be ripping DVD's and burning them to CD's like a 
Pro once 
you have gone through this easy to follow manual. We have 
also included 
screenshots for additional clarity to use.
Instant downloadable access to the software. Stop waiting 
for the product to arrive 
in mail.
Everything is provided to help you start copying your DVD's 
right 
away! All you need to have is DVD ROM, CD Burner and few 
blank CD's! 
That's it. No DVD burner or DVD copying equipment is 
required!
And that's not all! If you buy it now you get
FREE 
updates
and upgrades
for LIFE
! Plus other bonuses.
You get everything needed 
to right 
away start
copying and burning your DVD to CD.
INSTANT DOWNLOAD!
Win95/98/ME/NT/2000/XP Compliant
LIMITED TIME OFFER!!! ONLY 
$39.95
To order the DVD Burner right now for the super low price of only 
$39.95
with a Visa or Mastercard,
just fill out the order form below.
FREE 
Bonus # 1
Buy 
Today and you get
FREE
updates for
LIFE!
If you buy our package now, we will provide you upgrades 
and updates 
to all future versions of
CopyDVD Now ABSOLUTELY FREE!!
This offer alone will save you tons of money for future 
upgrades and 
keep you updated with the technology.
A 
real win win situation!!
FREE 
Bonus # 2
Introducing a new technology that
PC Magazine calls ""revolutionary"" and The New York Times 
calls ""ingenious.""
Access 
and control your PC from anywhere in the world
with almost any operating 
system. Begin working on your host computer as if you were 
sitting 
in front of it.
This
product is the
CNET Editors' Choice
pick for remote 
access, and they say
""you'd be nuts not to sign up""
You get FREE 30 day trial when you buy our package of 
copydvdnow today.
More Info
Join our mailing list to be first to know about fresh 
quality
programs and utilities. Our list includes selected, tested and
quality freeware, shareware and other software only.
*Legal Disclaimer*
It is illegal to make copies of copyright material for the purpose 
of 
selling it to third party. Law provides you to make one back up 
copy for 
personal use. We do not encourage or promote piracy. This program 
is not 
meant for those who intend to break copy right law and indulge in 
illegal 
activities. This program serves merely as a guide to help end user 
to 
backup his personal DVD's. All applications suggested in this 
package are 
not sold as a part of this kit but are freeware and can be 
downloaded for 
free. By purchasing this package you agree to this disclaimer and 
also 
agree to use it in most ethical manner. You agree to waive all 
liabilities 
associated with this program to the provider and associates.
© copydvdnow.com All rights Reserved
Order Today .. Satisfaction is GUARANTEED or your money back!
Only
$39.95!
Order 
Form
ipping
First Name:
Last Name:
Street Address:
City, State, Zip:
,
Company:
E-Mail:
Phone:
Comments:
Credit Card Type:
(vvvv wwww
xxxx yyyy zzzz)
Visa
Mastercard
Card Number:
Expiration Date:
3121wkca6-841pMNzl16",1
2691,01373.c8c124454ee4d1b775ef7a436cede7c1,"AUTOMATED HOME BASED BUSINESS
ONLINE
SALES ARE BOOMING!
AUTOMATED HOME-BASED BUSINESS!!!
Dear Friend,
This is an excellent opportunity to participate in an industry that is averaging over 
$1 Billion in retail sales weekly.
E-Marketer
projects that U.S. online sales 
will grow to $75 Billion in 2002 -- a 50% increase over 2001!
Online consumer spending in the United States reached
approximately $20 Billion in 1999.  It increased to
approximately $42 Billion in 2000.
E-Marketer
reports that U.S. online retail sales were $49.8 Billion in 2001, and are
projected to grow to over
$155 Billion by the year 2005
Our shopping mall
          platform consists of over ONE THOUSAND top-name
          merchants, with millions of products in a searchable database,
          covering 20 broad categories of goods and services -- a true one-stop
          shopping experience.
We
          provide you with the resources you need to drive customers to your
          shopping mall, and the customer retention tools to keep them coming
          back.  Your commissions are automatically credited to your
          account using special coding, and the money is sent directly to
your
mailbox.
Over
          $500,000 has been spent on developing and refining our shopping mall
          platform.  You can own your own completely automated turnkey
          shopping mall for a very low price!
If you are at least 25 years old, you can own
          a major shopping mall with your name on it for as little as
$3,000.00
It is easy to see that with the unparalleled growth of online
          shopping worldwide, a significant source of revenue can be obtained
          from our completely automated shopping mall platform;
and no computer programming experience is necessary!
Our fully automated shopping mall platform provides one of the most compelling and comprehensive 
online marketing opportunities available.
You can earn income 24/7.  With our
          shopping mall you carry no inventory, you do no shipping, and you
          don't have to get credit cards approved.  Plus, there is LIVE
          customer support available to you!  Work smarter, not harder!
Fully Automated
$4 Billion Plus Monthly Business
No Inventory
No Shipping
No Credit Cards Needed
Earn Income 24/7
Please click on the link below to receive
          a free information package with full details on how you can
          participate in this exciting, high-growth industry.
L i v e   C u s t o m e r   S u p p o r t
CLICK
          HERE FOR YOUR FREE INFORMATION PACKAGE
This email cannot be considered spam as it was sent in compliance with 
        all existing and proposed email legislation.
This is a one-time mailing.
If you wish to be unsubscribed
      from this list, please
CLICK HERE",1
2692,01052.223738f00502f5dd7f86dd559af8f795,"Computer Privacy Help elizabeth0318 ,
YOUR INTERNET USAGE IS BEING TRACKED
You have no privacy protection.
Will your BOSS, WIFE or KIDS find out?
DOWNLOAD EZ INTERNET PRIVACY SOFTWARE
+++++++++++++++++++++++++++++++++++++++++++
You're in Serious Trouble - It's a Proven Fact!
Deleting ""Internet Cache and History"" will NOT protect you because any of
the Web Pages, Pictures, Movies, Videos, Sounds, E-mail, Chat Logs and
Everything Else you see or do could easily be recovered to Haunt you
forever! How would you feel if a snoop made this information public to your
Spouse, Mother & Father, Neighbors, Children, Boss or the Media? It could
easily Ruin Your Life! Solve all your problems and enjoy all the benefits of
an ""As New PC"", EZ INTERNET PRIVACY SOFTWARE can Speed-Up your PC/Internet Browser,
reclaim Hard Disk space and Professionally Clean your PC in one easy mouse
click!
Did you know for example that every click you make on Windows 98 Start Menu
is logged and stored permanently on a hidden encrypted database within your
own computer?
Deleting ""internet cache and history"", will not protect you... your PC is
keeping frightening records of both your online and off-line activity. Any
of the Web Pages, Pictures, Movies, Videos, Sounds, E-mail and Everything
Else you or anyone else have ever viewed could easily be recovered - even
many years later!
How would you feel if somebody snooped this information out of your computer
and made it public?
Do your children or their friends use your computers? What have they
downloaded and tried to delete?
Act now! And stop these files coming ""back from the dead"" to haunt you!
CLICK 
HERE
to be removed
Click Here
--DeathToSpamDeathToSpamDeathToSpam--


-------------------------------------------------------
This sf.net email is sponsored by: Jabber - The world's fastest growing 
real-time communications platform! Don't just IM. Build it in! 
http://www.jabber.com/osdn/xim
_______________________________________________
Spamassassin-Sightings mailing list
Spamassassin-Sightings@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings",1
2693,01350.31d85a79d8c3b80069316daf56176820,"Dear lanigel ,
100% FREE ADULT HARDCORE!
CLICK HERE
You have received this advertisement because you have opted in to receive
free adult internet offers and
specials through our affiliated websites. If you do not wish to receive
further emails or have received the
email in error you may opt-out of our database by clicking here:
CLICK HERE
Please allow 24hours for removal.
This e-mail is sent in compliance with the Information Exchange Promotion and
Privacy Protection Act.
section 50 marked as 'Advertisement' with valid 'removal' instruction.
[NKIYs5]",1
2694,00039.1295593cb1da98e80123f333def0b8dd,"


Dear Friends & Future Millionaire: 

AS SEEN ON NATIONAL TV: 
Making over half million dollars every 4 to 5 months from your home for 
an investment of only $25 U.S. Dollars expense one time 
THANK'S TO THE COMPUTER AGE AND THE INTERNET ! 

================================================== 

BE A MILLIONAIRE LIKE OTHERS WITHIN A YEAR!!! 

Before you say ''Bull'', please read the following. This is the letter you 
have been hearing about on the news lately. Due to the popularity of 
this letter on the Internet, a national weekly news program recently devoted 
an entire show to the investigation of this program described below, to see 
if it really can make people money. The show also investigated whether or 
not the program was legal. 

Their findings proved once and for all that there are ''absolutely NO Laws 
prohibiting the participation in the program and if people can -follow the 
simple instructions, they are bound to make some mega bucks with only 
$25 out of pocket cost''. DUE TO THE RECENT INCREASE OF 
POPULARITY & RESPECT THIS PROGRAM HAS ATTAINED, 
IT IS CURRENTLY WORKING BETTER THAN EVER. 

This is what one had to say: ''Thanks to this profitable opportunity. I 
was approached many times before but each time I passed on it. I am 
so gladI finally joined just to see what one could expect in return for the 
minimal effort and money required. To my astonishment, I received total $ 
610,470.00 in 21 weeks, with money still coming in."" 
Pam Hedland, Fort Lee, New Jersey. 

=================================================== 

Here is another testimonial: ""This program has been around for a long 
time but I never believed in it. But one day when I received this again 
in the mail I decided to gamble my $25 on it. I followed the simple 
instructions and walaa ..... 3 weeks later the money started to come in. 
First month I only made $240.00 but the next 2 months after that I made 
a total of $290,000.00. So far, in the past 8 months by re-entering the 
program, I have made over $710,000.00 and I am playing it again. The 
key to success in this program is to follow the simple steps and NOT change 
anything.'' More testimonials later but first, 

===== PRINT THIS NOW FOR YOUR FUTUREREFERENCE ====== 

$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$ 
If you would like to make at least $500,000 every 4 to 5 months easily and 
comfortably, please read the following...THEN READ IT AGAIN and AGAIN!!! 
$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$ 

FOLLOW THE SIMPLE INSTRUCTION BELOW AND YOUR FINANCIAL 
DREAMS WILL COME TRUE, GUARANTEED! INSTRUCTIONS: 

=====Order all 5 reports shown on the list below ===== 

For each report, send $5 CASH, THE NAME & NUMBER OF THE REPORT 
YOU ARE ORDERING and YOUR E-MAIL ADDRESS to the person whose 
name appears ON THAT LIST next to the report. MAKE SURE YOUR RETURN 
ADDRESS IS ON YOUR ENVELOPE TOP LEFT CORNER in case of any mail 
problems. 

=== When you place your order, make sure you order each of the 5 reports. 
You will need all 5 reports so that you can save them on your computer 
and resell them. YOUR TOTAL COST $5 X 5=$25.00. 

Within a few days you will receive, vie e-mail, each of the 5 reports from 
these 5 different individuals. Save them on your computer so they will be 
accessible for you to send to the 1,000's of people who will order them 
from you. Also make a floppy of these reports and keep it on your desk in 
case something happen to your computer. 

IMPORTANT - DO NOT alter the names of the people who are listed next 
to each report, or their sequence on the list, in any way other than what is 
instructed below in step '' 1 through 6 '' or you will loose out on majority 
of your profits. Once you understand the way this works, you will also see 
how it does not work if you change it. Remember, this method has been 
tested, and if you alter, it will NOT work !!! People have tried to put their 
friends/relatives names on all five thinking they could get all the money. But 
it does not work this way. Believe us, we all have tried to be greedy and then 
nothing happened. So Do Not try to change anything other than what is 
instructed. Because if you do, it will not work for you.
 
Remember, honesty reaps the reward!!! 

1.... After you have ordered all 5 reports, take this advertisement and 
REMOVE the name & address of the person in REPORT # 5. This person 
has made it through the cycle and is no doubt counting their fortune. 
2.... Move the name & address in REPORT # 4 down TO REPORT # 5. 
3.... Move the name & address in REPORT # 3 down TO REPORT # 4. 
4.... Move the name & address in REPORT # 2 down TO REPORT # 3. 
5.... Move the name & address in REPORT # 1 down TO REPORT # 2 
6.... Insert YOUR name & address in the REPORT # 1 Position. PLEASE MAKE 
SURE you copy every name & address ACCURATELY! 

========================================================== 

**** Take this entire letter, with the modified list of names, and save it on your 
computer. DO NOT MAKE ANY OTHER CHANGES. 
Save this on a disk as well just in case if you loose any data. To assist you with 
marketing your business on the internet, the 5 reports you purchase will provide 
you with invaluable marketing information which includes how to send bulk 
e-mails legally, where to find thousands of free classified ads and much more. 
There are 2 Primary methods to get this venture going: 
METHOD # 1: BY SENDING BULK E-MAIL LEGALLY 

==========================================================
 
Let's say that you decide to start small, just to see how it goes, and we will 
assume You and those involved send out only 5,000 e-mails each. Let's 
also assume that the mailing receive only a 0.2% response (the response 
could be much better but lets just say it is only 0.2%. Also many people 
will send out hundreds of thousands e-mails instead of only 5,000 each). 
Continuing with this example, you send out only 5,000 e-mails. With a 0.2% 
response, that is only 10 orders for report # 1. Those 10 people responded 
by sending out 5,000 e-mail each for a total of 50,000. Out of those 50,000 
e-mails only 0.2% responded with orders. That's=100 people responded and 
ordered Report # 2
. 
Those 100 people mail out 5,000 e-mails each for a total of 500,000 e-mails. 
The 0.2% response to that is 1000 orders for Report # 3. 

Those 1000 people send out 5,000 e-mails each for a total of 5 million e-mails 
sent out. The 0.2% response to that is 10,000 orders for Report # 4.
 
Those 10,000 people send out 5,000 e-mails each for a total of 50,000,000 
(50 million) e-mails. The 0.2% response to that is 100,000 orders for Report 
# 5
 THAT'S 100,000 ORDERS TIMES $5 EACH=$500,000.00 (half million).
 
Your total income in this example is: 1..... $50 + 2..... $500 + 3..... $5,000 + 4 
... $50,000 + 5..... $500,000 ........ Grand Total=$555,550.00 

NUMBERS DO NOT LIE. GET A PENCIL & PAPER AND FIGUREOUT 
THE WORST POSSIBLE RESPONSES AND NO MATTER HOW YOU 
CALCULATE IT, YOU WILL STILL MAKE A LOT OF MONEY !
 
========================================================= 

REMEMBER FRIEND, THIS IS ASSUMING ONLY 10 PEOPLE 
ORDERING OUT OF 5,000 YOU MAILED TO. 
Dare to think for a moment what would happen if everyone or half or even 
one 4th of those people mailed 100,000e-mails each or more? There are 
over 150 million people on the Internet worldwide and counting. Believe me, 
many people will do just that, and more! 
METHOD # 2 : BY PLACING FREE ADS ON THE INTERNET 

======================================================= 

Advertising on the net is very very inexpensive and there are hundreds 
of FREE places to advertise. Placing a lot of free ads on the Internet will 
easily get a larger response. We strongly suggest you start with Method # 1 
and dd METHOD # 2 as you go along. For every $5 you receive, all you 
must do is e-mail them the Report they ordered. That's it. Always provide 
same day service on all orders. 
This will guarantee that the e-mail they send out, with your name and 
address on it, will be prompt because they can not advertise until they 
receivethe report. 

=========== AVAILABLE REPORTS ==================== 

ORDER EACH REPORT BY ITS NUMBER & NAME ONLY. Notes: 
Always send $5 cash (U.S. CURRENCY) for each Report. Checks NOT 
accepted. Make sure the cash is concealed by wrapping it in at least 2 sheets 
of paper. On one of those sheets of paper, Write the NUMBER & the NAME 
of the Report you are ordering, YOUR E-MAIL ADDRESS and your name 
and postal address. 

PLACE YOUR ORDER FOR THESE REPORTS NOW : 

==================================================== 

REPORT # 1: ""The Insider's Guide to Advertising for Free on the Net"" 
Order Report #1 from: 

 A. Christ
1208 Allendale Rd.
Mechanicsburg, PA 17055

___________________________________________________________ 
REPORT # 2: ""The Insider's Guide to Sending Bulk e-mail on the Net"" 
Order Report # 2 from: 

    Michael P. 
    2508 Robin 
    Altus, OK  73521 
    USA 
____________________________________________________________ 
REPORT # 3: ""Secret to Multilevel Marketing on the Net"" 
Order Report # 3 from : 

D. J.
16 Northcrest Dr.
London, ONTARIO, CANADA
N5X 3V8
__________________________________________________________ 
REPORT # 4: ""How to Become a Millionaire Utilizing MLM & the Net"" 
Order Report # 4 from:

E. Zurbrigg
RR #1
St. Marys, ON, Canada
N4X 1C4


____________________________________________________________ 
REPORT #5: ""How to Send Out 0ne Million e-mails for Free"" 
Order Report # 5 from: 

A. Ebert
R. R. #4
Thamesford, Ontario, Canada
N0M 2M0

____________________________________________________________ 
$$$$$$$$$ YOUR SUCCESS GUIDELINES $$$$$$$$$$$ 

Follow these guidelines to guarantee your success: 

=== If you do not receive at least 10 orders for Report #1 within 2 
weeks, continue sending e-mails until you do. 
=== After you have received 10 orders, 2 to 3 weeks after that you 
should receive 100 orders or more for REPORT # 2. If you did not, 
continue advertising or sending e-mails until you do. 
=== Once you have received 100 or more orders for Report # 2, YOU 
CAN RELAX, because the system is already working for you, and the 
cash will continue to roll in ! THIS IS IMPORTANT TO REMEMBER: 
Every time your name is moved down on the list, you are placed in front 
of a Different report. 
You can KEEP TRACK of your PROGRESS by watching which report 
people are ordering from you. IF YOU WANT TO GENERATE MORE 
INCOME SEND ANOTHER BATCH OF E-MAILS AND START 
THE WHOLE PROCESS AGAIN. 
There is NO LIMIT to the income you can generate from this business !!! 

====================================================== 

FOLLOWING IS A NOTE FROM THE ORIGINATOR OF THIS 
PROGRAM: You have just received information that can give you 
financial freedom for the rest of your life, with NO RISK and JUST 
A LITTLE BIT OF EFFORT. You can make more money in the next 
few weeks and months than you have ever imagined. Follow the program 
EXACTLY AS INSTRUCTED. Do Not change it in any way. It works 
exceedingly well as it is now. 
Remember to e-mail a copy of this exciting report after you have put 
your name and address in Report #1 and moved others to #2 ...........# 5 
as instructed above. One of the people you send this to may send out 
100,000 or more e-mails and your name will be on every one of them. 
Remember though, the more you send out the more potential customers 
you will reach. 
So my friend, I have given you the ideas, information, materials and 
opportunity to become financially independent. IT IS UP TO YOU NOW ! 

============ MORE TESTIMONIALS ================ 

""My name is Mitchell. My wife, Jody and I live in Chicago. I am an 
accountant with a major U.S. Corporation and I make pretty good money. 
When I received this program I grumbled to Jodyaboutreceiving ''junk 
mail''. I made fun of the whole thing,spoutingmy knowledge of the population 
and percentages involved. I ''knew'' it wouldn't work. Jody totally ignored 
my supposed intelligence and few days later she jumped in with both feet. I 
made merciless fun of her, and was ready to lay the old ''I told you so'' on 
her when the thing didn't work. Well, the laugh was on me! Within 3 weeks 
she had received 50 responses. Within the next 45 days she had received 
total $ 147,200.00 ........... all cash! I was shocked. I have joined Jody 
in her ''hobby''. 
Mitchell Wolf M.D., Chicago, Illinois 

====================================================== 

''Not being the gambling type, it took me several weeks to make up my 
mind to participate in this plan. But conservative that I am, I decided that 
the initial investment was so little that there was just no way that I 
wouldn't get enough orders to at least get my money back''. '' I was 
surprised when I found my medium size post office box crammed with 
orders. I made $319,210.00in the first 12 weeks. The nice thing about 
this deal is that it does not matter where people live. There simply isn't a 
better investment with a faster return and so big."" 
Dan Sondstrom, Alberta, Canada 

======================================================= 

''I had received this program before. I deleted it, but later I wondered 
if I should have given it a try. Of course, I had no idea who to contact to 
get another copy, so I had to wait until I was e-mailed again by someone 
else.........11 months passed then it luckily came again...... I did not 
delete this one! I made more than $490,000 on my first try and all the 
money came within 22 weeks."" 
Susan De Suza, New York, N.Y. 

======================================================= 

''It really is a great opportunity to make relatively easy money with 
little cost to you. I followed the simple instructions carefully and 
within 10 days the money started to come in. My first month I made 
$20,560.00 and by the end of third month my total cash count was 
$362,840.00. Life is beautiful, Thanx to internet."". 
Fred Dellaca, Westport, New Zealand 

======================================================= 
ORDER YOUR REPORTS TODAY AND GET STARTED ON 
'YOUR' ROAD TO FINANCIAL FREEDOM ! 
=======================================================
 
If you have any questions of the legality of this program, contact the 
Office of Associate Director for Marketing Practices, Federal Trade 
Commission, Bureau of Consumer Protection, Washington, D.C.


(Note: To avoid delays make sure appropriate postage to Canada is applied if mailing from the US)

To be removed: moretips2000@yahoo.com   Subject: Remove



",1
2695,00125.ea96729a0da6d9025d5178f2d6916e42,"
*** Compliance: see notice at bottom of mail
************************************************

Are you wasting money EVERY SINGLE MONTH?
       
Home Mortgage Rates have DROPPED!
       
Simply fill out our FREE NO OBLIGATION form and find out how much you can save.
       
It's That Easy!
       
Visit our website:
http://www.deal-makerz.com/
   
       
      ================================================
Compliance Notice: This mail is sent in compliance with
all State and Federal laws.
You are receiving this mail because your address was in a list of
previous business contacts, or on a purchased list of opt-in,
previous business contacts, or general internet addresses.
Our most important list is our list of addresses who have 
expressed their desire to be removed from future mailings.
All remove requests are automatically processed within 72 hours.
Once your address is processed, you will NEVER
receive marketing mail at that address from us again.

To be removed, click below, and send:
mailto:response@media-central.net?subject=remove



",1
2696,00254.9810c685fa8fd2953b0c07ba7900605f,"FOLLOW ME TO FINANCIAL FREEDOM!!
I'm looking for people with good work ethic
and extrordinary desire to earn at least
$10,000 per month
working from home!
NO SPECIAL SKILLS OR EXPERIENCE REQUIRED
We give you the training and personal support
you need to ensure your success!
This LEGITIMATE HOME-BASED INCOME OPPORTUNITY
can put you back in control of your time, your finances, and your life!
If you've tried other opportunities in the past
that have failed to live up their promises,
THIS IS DIFFERENT THEN ANYTHING ELSE YOU'VE SEEN!
THIS IS NOT A GET RICH QUICK SCHEME!
YOUR FINANCIAL PAST DOES NOT
HAVE TO BE YOUR FINANCIAL FUTURE!
CALL ONLY IF YOU ARE SERIOUS!
1-800-753-7690   (Free, 2 minute message)
DO NOT RESPOND BY EMAIL AND
DON'T GO TO SLEEP WITHOUT LISTENING TO THIS!
"" The moment you commit and quit holding back, all sorts
of unforseen incidents, meetings and material assistance
will rise up to help you. The simple act of commitment
is a powerful magnet for help."" - Napoleon Hill
CLICK HERE TO BE REMOVED FROM THIS MAILING",1
